timestamp,client,domain,result_ip,total_time_ms
2025-10-28 12:08:39,10.0.0.4,b2b2c.ca,13.107.246.36,1333.78
2025-10-28 12:08:40,10.0.0.4,pilsnerurquell.com,93.185.98.138,1115.21
2025-10-28 12:08:41,10.0.0.4,medintime.ru,104.21.2.236,798.69
2025-10-28 12:08:42,10.0.0.4,njafe.org,103.224.182.253,10028.98
2025-10-28 12:08:52,10.0.0.4,djbarryblends.com,54.225.184.165,484.55
2025-10-28 12:08:53,10.0.0.4,deine-bahn.de,92.204.239.74,1011.95
2025-10-28 12:08:54,10.0.0.4,hackthissite.org,137.74.187.102,815.41
2025-10-28 12:08:55,10.0.0.4,ereadz.com,FAIL,20982.72
2025-10-28 12:09:16,10.0.0.4,gurukulonline.com,76.223.54.146,481.46
2025-10-28 12:09:16,10.0.0.4,sf-notifications.com,FAIL,21045.24
2025-10-28 12:09:37,10.0.0.4,capequilog.com,208.94.116.26,1261.04
2025-10-28 12:09:38,10.0.0.4,greens.my,104.21.4.120,622.61
2025-10-28 12:09:39,10.0.0.4,2xfzy.com,23.226.181.53,3619.64
2025-10-28 12:09:43,10.0.0.4,magic-illusion.ru,172.67.132.25,789.79
2025-10-28 12:09:43,10.0.0.4,irflashgame.com,FAIL,21028.35
2025-10-28 12:10:04,10.0.0.4,solcredito.es,18.239.153.17,722.63
2025-10-28 12:10:05,10.0.0.4,go2jump.com,34.175.54.178,810.48
2025-10-28 12:10:06,10.0.0.4,millionfareast.com,72.167.243.77,484.33
2025-10-28 12:10:06,10.0.0.4,msf.be,77.241.81.151,691.23
2025-10-28 12:10:07,10.0.0.4,cellslider.net,20.237.25.126,336.49
2025-10-28 12:10:07,10.0.0.4,bhhsneproperties.com,8.43.189.250,339.49
2025-10-28 12:10:08,10.0.0.4,skplus.kr,FAIL,11622.24
2025-10-28 12:10:19,10.0.0.4,empclan.com,64.26.30.251,598.50
2025-10-28 12:10:20,10.0.0.4,carolgraykennedy.com,FAIL,21302.00
2025-10-28 12:10:41,10.0.0.4,kiyimuzik.com,104.21.63.112,367.07
2025-10-28 12:10:42,10.0.0.4,yunpda.com,FAIL,21092.10
2025-10-28 12:11:03,10.0.0.4,valdo.com,23.227.38.65,514.73
2025-10-28 12:11:03,10.0.0.4,supportpabiomass.org,162.248.51.100,1015.36
2025-10-28 12:11:04,10.0.0.4,roche-applied-science.com,149.250.245.221,1066.10
2025-10-28 12:11:05,10.0.0.4,oneworldinfo.com,54.243.117.197,662.14
2025-10-28 12:11:06,10.0.0.4,7apcrshrmanila.org,FAIL,10773.95
2025-10-28 12:11:17,10.0.0.4,ilikecrochet.com,192.124.249.58,360.14
2025-10-28 12:11:17,10.0.0.4,closerdiets.com,5.22.145.121,361.90
2025-10-28 12:11:18,10.0.0.4,myface.com,FAIL,21764.18
2025-10-28 12:11:39,10.0.0.4,megi.cz,45.138.107.20,625.07
2025-10-28 12:11:40,10.0.0.4,pces.in,195.35.44.242,640.43
2025-10-28 12:11:41,10.0.0.4,originalmagicart.com,15.197.225.128,540.89
2025-10-28 12:11:41,10.0.0.4,godo.co.kr,180.210.81.80,1270.75
2025-10-28 12:11:42,10.0.0.4,ugotrelis.com,213.186.33.82,951.31
2025-10-28 12:11:43,10.0.0.4,alb-automobiles.com,FAIL,21015.53
2025-10-28 12:12:04,10.0.0.4,ok-magazine.ru,188.124.32.70,597.83
2025-10-28 12:12:05,10.0.0.4,wiltpr.com,FAIL,21059.39
2025-10-28 12:12:26,10.0.0.4,dmg-dental.com,49.13.234.53,947.46
2025-10-28 12:12:27,10.0.0.4,silkroadtours.com,23.236.62.147,481.55
2025-10-28 12:12:27,10.0.0.4,rositehost.com,178.157.78.2,527.48
2025-10-28 12:12:28,10.0.0.4,livescan4all.com,149.20.203.54,626.64
2025-10-28 12:12:29,10.0.0.4,oberandsons.com,34.128.166.114,635.33
2025-10-28 12:12:29,10.0.0.4,celerity.com,35.188.214.201,421.45
2025-10-28 12:12:30,10.0.0.4,miscellaneousheathen.com,75.127.72.229,625.77
2025-10-28 12:12:30,10.0.0.4,rolflouisville.com,208.88.75.191,623.78
2025-10-28 12:12:31,10.0.0.4,jacquelinemertz.ch,FAIL,10911.62
2025-10-28 12:12:42,10.0.0.4,gaplex.biz,FAIL,11077.48
2025-10-28 12:12:53,10.0.0.4,frasesdemotivacao.net,FAIL,21030.36
2025-10-28 12:13:14,10.0.0.4,divefishhouse.com,FAIL,21011.72
2025-10-28 12:13:35,10.0.0.4,stark.dk,20.50.2.80,870.42
2025-10-28 12:13:36,10.0.0.4,xxx-muschis.de,FAIL,11498.27
2025-10-28 12:13:47,10.0.0.4,florenseusa.com,34.95.203.179,492.88
